Request,Politeness
"That Roambi looks neat. Do you have links to other similar apps?",0
"I don't understand your reference to Appid. Are you able to clarify a bit more?",0
"Phones generally don't even ring for more than 30 seconds. Why do you want to do this?",0
"Extended Attributes will allow you to set some very liberal access permissions, and tell them to propagate inside the directory, and continue to do so on new creations, but for the life of me I can't find instructions. I can only do it on OSX Servers using the Server Admin Tools, which I assume is not a viable option here?",0
"Well, that didn't take long. The Mac App Store was released, what, less than two hours ago?",1
"I don't understand your example, but I'm also not a new user. How about some examples of shortcuts/commands you haven't been able to come up with a mnemonic for yet?",0
"If possible, try using the VGA cable to hook the iPad up to a regular monitor. Does that give you the same result?",0
"I didn't know that you had to use an email address instead of a username. When did that change?",0
"I've never been able to get Mail.app to use the Exchange account that Google provides for mobile device use. Any chance they're using Google?",0
"Hmmm, Apple software on Windows question. I guess the Apple Software part defines the fact that you posted it here?",0
"This really just boils down to You're used to Windows. doesn't it?",0
"Looks like you've installed vmware. Did you try to disable/uninstall vmware?",0
"Strange, because it should use the Intel chipset drivers to run the USB. Have you updated to the latest Boot Camp?",0
"Probably it is still integrated with your browser. What browser are you using?",0
"Sure, but that's true of any investment you make. What are the top 50 features in a word processor?",0
"Yea the password isn't the same as the lock code and on another note, she needs a better pass code! If you have contacts and pictures synced she could just setup as a fresh phone?",0
"@andrej can you accept [g .'s answer](http://apple.stackexchange.com/questions/8491/mail-app-and-multiple-copies-of-emails/8580#8580)?",1
"Same here. @germanus Can you provide more information?",0
"LDAP and nfs are two different issues. What about using LDAP for authentication and autofs to automatically mount the home directory via nfs?",1
"I have also seen people recommending tasksel. Maybe someone could explain what this one is good for too?",0
"You should change the title to a question. Maybe something like What is the most popular Dictionary Application for Ubuntu?",0
"Can you add a reference to the LP bug, i.e. link it from your question?",0
"The only time that I saw that was when using different monitors, or a remote login (in other words : changing the resolution, and then the layout of the panels). Is it your case ?",0
"While automatically running a rootkit removal/detection tool on a live system might help you discover less sophisticated rootkits, you should also be aware of its limitation. Assuming your system has been infested by a rootkit, how do you know that the rootkit hasn't been tampering with your rootkit removal/detection tool?",0
"Give us more details about your setup. Are you using Wubi, Partitions, or haven't even started yet?",0
"I think all of the issues in one questions is not ideal here. Would it be possible to separate the issues into distinct questions?",0
"+1 for Because I'm lazy.... Ever considered a career as a developer? :)",1
"@shodanex: The issue is likely to be specific to your particular hardware (or virtual machine), so you should describe it. Also, does the clock still drift if you turn “synchronize with internet” off?",0
"This question does not seem to make sense. You say both ends are routers, so assuming you set the routes correctly, and the routers are gateways, what is the question?",0
"It might be useful to know what exactly your sound setup is. Do you have PA -> JACK -> ALSA permanently, or do you stop PA while you use JACK or ...?",1
"the last one doesn't work if i'm working on battery power Is their a solution for this?",0
"Error 500 means, that connect to Apache is working, but something behind it does not. What can you see in /var/log/apache2/error.log after trying to see the page?",0
"Are you using GRUB2 or GRUB Legacy?. Can you post your grub config files?",0
"If you open a terminal in Gnome and do `sudo cat /dev/vcs1` it should show what should be displayed on tty1 (same for vcs2-6). Do you see a login prompt or any console messages?",1
"IIRC, this is the same problem as with volume buttons on some ThinkPads... the hardware *just does it* and then also sends out a signal saying the button's been pressed. Possibly you could unset the shortcut in System -> Preferences -> Keyboard Shortcuts for this action?",0
"Open a console and run `badblocks` as well as `fsck.ext4`. Do those programs report errors?",0
"Really annoying default behaviour. How did you disable it?",0
"STOP! HAMMERTIME?!",0
"I would like to hear how this can be done with python. Can windows be resized and repositioned by command line?",1
"The Magix software doesn't work on Linux. Did you install it in Wine or do you mean a different application?",0
"I've been trying to do the opposite: decrease the sensitivity below the minimum. Have you had any luck with your attempts?",0
"I'm not sure how you're having this problem - Ctrl+Shift+Left/Right cursor jumps text and highlights. What programs are you experiencing this issue in?",0
"In `gconf-editor` you can use mappings to run custom commands (see `/apps/metacity/global_keybindings/run_command_1` and `/apps/metacity/keybinding_commands/command_1`) If you have compiz, then this is better configured via compiz frontend. Have you used that for Alt+F1 > super.sh mapping ?",0
"[nvidia-96](http://apt.ubuntu.com/p/nvidia-96) should be what you need. What is the output of `dmesg | grep -i nvidia` and `grep -i nvidia /var/log/Xorg.0.log`?",1
"Do you want to turn off thumbnails on just the desktop, or in folder windows (e.g. Places -> Home Folder) as well?",1
"This depends on the version of Drupal. Which version are you using?",0
"Hello Arosboro, and welcome on _Drupal Answers_. May you report the code of `vtiger_portal_user_form_validate()`, which I think it is your custom form validation handler?",1
"I have seen 'webform-revisions' module, but it solves nothing to me. Have you got that functionality working?",1
"This should be the default behavior of a site using OG. Can you provide more details that may help figure out why this isn't the case in your configuration?",0
"The project page you linked provides a fairly specific overview of what the module does. Do you have specific questions about why a module would depend on it other than what they lay out there?",1
"@Xio Then you should explain which solution is better for you. Are you asking for an existing module that is not Views, or are you asking how to do it with a custom module?",1
"The solution reported in the issue report is to replace any occurrence of `unset($form[$id])` with `$form[$id] = array('#language' => NULL)` in the module file; it just a matter of doing a search and replace on a file. What do you exactly don't understand?",1
"Not really following what you need, are you looking for something like: http://drupal.org/project/hierarchical_select?",1
"Pathauto is able to handle that. Have you tried it ?",1
"Hello bkildow, and welcome to _Drupal Answers_. To which Drupal version are you interested?",1
"@kiamlaluno I subscribe that way often. how do you unsubscribe?",1
"Hello, Jacob Rockowitz; welcome on _Drupal Answers_. For which Drupal version are you interested?",0
"When displayed, the menu link will use the defined path alias. Any reason why this isn't enough?",1
"The Field API is a very large section of the Drupal API. What, specifically, are you trying to accomplish?",0
"I have the same problem. How did you resolved it?",1
"Hello Erin, and welcome on _Drupal Answers_. To which Drupal version are you interested?",1
"Hello Blix, and welcome on _Drupal Answers_. To which version of Drupal are you interested?",0
"Hello, Vladimir Alexiev; welcome on _Drupal Answers_. To which Drupal version are you interested?",0
"Hello, picxelplay; welcome on _Drupal Answers_. Did you try changing the theme used by the website?",1
"I'm trying to do the same thing. Did you ever get an answer?",1
"Hello, cmos; welcome on _Drupal Answers_. By embedded view do you mean a view created with Views?",1
"This is an awesome question. I think the question should be, How do I import the [Geonames list for India (ID.zip)](http://download.geonames.org/export/dump/) as taxonomy terms so it works with Hierarchical Select?",0
"Hello, Ruben; welcome on _Drupal Answers_. For which Drupal version are you asking the question?",1
"Hello user1293, and welcome on _Drupal Answers_. To which Drupal version are you interested?",1
"hook_form should have only 2 arguments. Where $foo is coming from?",0
"I need an answer to this question, but I cannot see which question it is meant to be a duplicate of. Where do I see that?",0
"Hello Narendra. What is your question, exactly?",1
"That is the correct way (AFAIK) for embedding a thumbnail into an RSS feed. What result are you seeing and what result would you expect?",1
"Interesting question. Are you after a theoretical discussion or is there a specific problem you're trying to solve?",1
"Default search comes with user search. You can't use that?",1
"A module that is causing a fatal error because it's invoking a method of a non-object is clearly a bug in a module; it's difficult to say which module is causing the error, as the error is appending in a Views file, but it could depend from a parameter passed to a Views function from another module. (Is it Panels or APK?)",0
"How did you fix this. It doesn't seem that simply moving your views into separate modules would work?",1
"I think the question could bring some good answers. But maybe it's more fitting to make it a CW?",1
"I can't reproduce this. You have selected `Taxonomy: Term` and not `Taxonomy: Term ID` in the Sort Criteria box?",1
"Some otherwise useless kitchen gadgets might have other valid uses. I never use a garlic press (just another thing to clean, when I can crush it with the side of my knife), but they can make play-doh hair (or really small noodles?)",1
"Step 1: acquire a piglet. (seriously, what's your geography?)",0
"@ Joe. Since this is community Wiki, mind if I clean up the intro to get to the details a bit more succinctly?",1
"Depends on the size. Broiler-fryer?",0
"Depends on your preference. How much do you dislike food poisoning?",1
"Knives! where are you?",1
"Eh. Fresh pasta takes less than 3 minutes to cook in boiling water. Why would you need to microwave this?",1
"This is a very broad topic. Akin to, How is cake made, and what are the ingredients?",0
"Oh no! Is this related to the double roasted peppers from the salsa thread?",1
"It depends on what you are cooking with the egg, because they have a few different roles in a dish. Can you provide more information on which dish you are cooking where you want to replace the egg?",1
"Interesting question. I wonder if there might be a difference between fresh and dried pasta?",1
"@Aaronut Hi. Private message?",1
"While the title of this question *does* use Palatable correctly, [the word](http://www.merriam-webster.com/dictionary/palatable) has connotations of mmm, tasty! Perhaps edit to say easier?",0
"Sounds similar to this problem: http://cooking.stackexchange.com/questions/6433/why-does-my-velveeta-queso-dip-get-clumpier-the-longer-it-stays-in-the-microwave I guess Velvetta isn't designed to be microwaved?",1
"I'm a little confused by the title, but I don't know much about corn varieties. I know candy corn as [this sweet confection](http://www.reagantales.com/wp-content/uploads/2009/09/candycorn1.jpg); is there a variety of corn that is grown that's commonly referred to as candy corn?",0
"To answer the second part of your question, you would have to define what you mean by cook. What exactly are you doing to cook them?",0
"Oh, be nice. Seven months, surely? :P",0
"What does 'N.B.' stand for?",1
"Hey ... the cookies are fried ! Why the baking tag??? :D",1
"There are many varieties of useful. What do you need/want these books for?",1
"I'm strongly considering closing this as a duplicate of [Taking it to the next level](http://cooking.stackexchange.com/q/10317/41) which was itself a duplicate of [Books that explain the science of cooking?](http://cooking.stackexchange.com/q/9657/41). Anyone have any comments on what distinguishes this one from the others?",1
"My impression is that it depends on the culture that's making the pie... in France, apple pie is a tart with one crust, but American apple pie traditionally has two. Anyone know?",0
"The answers here (http://cooking.stackexchange.com/questions/8618/stopping-water-from-bubbling-over-when-cooking-rice) may be of help to you. For example, do you wash your rice before cooking?",0
"i am not getting you, and where is the link?",0
"Also, I seem to be missing that GPS checkbox from the settings interface... After Review i see Shutter Sound which should be on the next page according to the screenshot above. Any clues?",0
"I've always pondered if there were any 3D games classified as Metroidvania. Do you know of any other than the Prime series (which I've always considered in the spirit of the classification, but never really dwelled on it)?",0
"another great example for how google makes you stupid. does nobody ever read the documentation anymore?",1
"This is tough because personal environments are usually already customized, so apples-to-apples comparisons are hard to come by. To start, you might indicate what your system is (Ubuntu version, hardware) and even include a relevant benchmark for your current set-up?",0
"also, did you read through the documentation of add_meta_box at http://codex.wordpress.org/Function_Reference/add_meta_box ?",1
"You seem to have typed a small x in the modeline (`1360x1020`), but a capital X in `xrandr --addmode`. Is this just a copy/paste error?",0
"Accepted! @Rory, one more thing - can you add a line about using the *right* hashing algorithms?",0
"'copy public link' doesn't show on my dropbox. what happen?",0
"In my opinion, if the variable is significant (p<.0001) without imputation, and you have enough data, that is reason enough to leave it alone. What are the confidence intervals telling you?",1
"Do we have any Wikipedia regulars here who could perhaps advertise this thread at http://en.wikipedia.org/wiki/Talk:List_of_unsolved_problems_in_computer_science ? Or would it be a bad idea?",0
"what exactly do you have in mind? Sampling or search applications?",0
"What do you mean by expected running time? Are you taking the expectation over some random distribution of inputs (as most of the answers seem to think), or over the distribution of random bits used by the algorithm (the usual meaning for randomized algorithms), or both?",0
"You're talking about computing the coefficients of the polynomial, right? Is this equivalent to computing the product of $\sqrt{n}$ $\sqrt{n}$-bit integers in time $\tilde O(n \log n)$ (where $\tilde O$ hides sub-logarithmic factors)?",0
"I assume you are using NPI to refer to a problem in NP not known to be NPC ? Also, in the reference to Ladner, do you perhaps mean that L is NPC, and the removal S is NPI ?",1
"@Emil: Do you have a reference? Anything more recent than the ancient (1995) discussion linked in the OP?",0
"A clarification: Do you want generalisations in the sense that feasible solutions are matchings, but your objective function is different from the usual max-weight matchings (something like the case of stable marriages)? Or generalisations in the sense that feasible solutions are also some kind of generalisations or relaxations of matchings (something like independent sets or fractional matchings)?",1
"Are the k in “k-CNF” and the k in the question the same variable? And what is the parameter of this problem?",0
"In general, in questions like this it would be very useful to specify what kind of thesis you are supposed to write: For example, BSc, MSc, PhD, something else? In particular, are you expected to do new research or just organise existing knowledge?",0
"What are you trying to optimize? Do you want to minimize the number of sets?",1
"do you know any good references for the special cases of nonexistence that you mentioned? Or perhaps, just a general reference/set of references for the order 12 case?",0
"Perhaps this is best seen as a way to structure the design of a large-scale digital circuit (just like it might be a good idea to use subroutines in a large-scale computer program), and not really as a formal lower bound? (Chapter 14 of the book that you linked has plenty of Theorems with Proofs, but they seem to assume that you follow certain principles in the design of the circuit?)",0
"Perhaps you could explain why you believe that these *should* be related? Do you have any evidence that supports this belief?",1
"I don't see why the trivial greedy algorithm does not work? Am I missing something?",0
"“IE6 is deprecated” — by whom? Have you got a source for this?",0
"Wow! How has no one recommended SharePoint? Or is that telling in itself?",0
"Google says they generally don't like pages with more than 100 links on them -- out of curiosity what is your source on this? can you cite it in the post in a hyperlink?",1
"Also, when you look at the logs, are the calls to the server become less frequent? Is it possible you have a loop or call that gets slower over time?",0
"What server OS (Windows/Linux/Mac) are you running? If it is Linux, then is there a reason a cron job would not work?",1
"Using Apache? How about mod_security?",0
"Are you looking for something that gives you a global view? For instance to see the difference in load time from Texas and Tokyo?",1
"Are you looking for a provider that accepts ZAR *as well* or would one accepting ZAR *only* be sufficient? Would you be able/willing to hold/use a merchant bank account with a South African bank for this purpose?",1
"What do you mean by how to charge? Are you asking how much money to charge or how to implement an ad service and payment gateway?",0
"Can you clarify what down means? Have you turned on the display of error messages to see if anything is generated?",0
"Have you tried doing a whois? Can you give us a sample URL?",0
"What are you uploading the images for? Is it something that your theme will reference, or something that you want users to have access to and to be able to re-use images that you already posted in their own content?",0
"What did they give as the reason they rejected your site? And what did you do to resolve that problem?",0
"Be more specific, what actually happens? Can you give a link?",0
"Do you think the term standard means this is THE standard today ? Isn't it like asking why principal component are principal and not secondary ?",1
"I am not sure of what you meant by Robust Standard Errors are reported as a matter of course standard errors of what? You said testing for it what is the test you are talking about?",0
"What do you have in mind with Algorithmic approaches? I gave some examples of applications in my answer, is that what you are looking for?",1
"Does anyone know how to estimate a difference in difference regression in gretl? Do I have to work with OLS or panel data?",0
"But still, what do you want to measure with CV and in what purpose? To get a cutoff of attribute number?",1
"You mean that you are looking at the distribution of subsample **lengths** of subsegments covering each position, right? On the other hand (probably I'm wrong) I'm guessing it has something to do with the sequencing?",0
"What does your data look like? Are the values bound?",1
"Could you pose a question here? Is the question whether the paper is right?",0
"When you say that the Sharpe ratio is the mean divided by the sample standard deviation... Up to a constant factor (sqrt(n), where n is the number of observations)... what does this last part mean? Is it really the mean divided by the standard error of the mean?",0
"Why would the detection limits go up? Are they not a feature of the test instrument rather than that of the sample being tested?",1
"Since in essence the nesting in a lmer makes it a repeated measures design is there a way in which your question about the appropriate confidence interval around the effect size is related to the question in repeated-measures ANOVA about which measure of effect size to report? Specifically, it is unclear whether the error term should include subject variance or not (etc)?",1
"Also do you have access to the underlying data? How are the curves drawn?",0
"So, does the above comment imply that the answer to the OP's question is 'No such examples can be constructed.'? Or perhaps, some pathological example exists which violates the assumptions behind admissibility?",0
"What R package did you use for HC3 estimation? `sandwich`, `contrast`?",1
"Could you explain how data were collected and what they intend to measure? Are the different columns of your data matrix independent measurements?",0
"To clarify, are you asking pros and cons... of using SSL? or ... using SSL for the WHOLE site as opposed to just login page or something like that?",0
"This guys is both an MCSE (sysadmin) **AND** an MCSD? and you're gonna waste his time with reading logfiles?",0
"Is this for a one-time transaction, or something you want to be convenient for repeated use? If you use a password-based scheme, how do you plan to get the password to them?",1
"What type of data is being sent from the application ( as in is it XML or anything like that )? Does it have a consistent structure?",0
"Is this a business website or a consumer oriented website? Or are you asking for solutions to both scenarios?",0
"Do you mean malware once installed setting up a backdoor which requires portknocking to open? I can't think that this questionmakes any sense otherwise?",0
"What type of device will be doing the dropping? ASA, IPTables, WFP, ect?",1
"Why did using VirtualBox not work? Did you set up the networking correctly (adding a host-only adapter to the VM)?",0
"This is hard to answer without more context - what is your threat model, your application, etc? A general answer is at http://security.stackexchange.com/questions/1476/what-is-the-difference-in-security-between-a-vpn-and-a-ssl-connection so can you look at the answers there and either get clarity on those answers there, or ask more specific questions here?",1
"Why did everyone list universities? Aren't there any other types of infosec policies?",0
"Why do you want to disable either Javascript or cookies, or both? What benefits will that provide?",0
"Wait, my previous comment may have been jumping the gun... What is it you're trying to do? Get access to someone else's record, or go for the bigger SQL Injection vulnerability there?",0
"Are they a particular type of files? Do all users have access to all the files and do they require it?",0
"What platforms are you talking about? Does it have to work across platforms?",0
"For what purpose? To make the game or to pitch it to an investor?",0
"You should probably clarify what kind of framework you're talking about? 3D Graphics Framework?",0
"Just OOC, how often does this happen? Is it really often, or just once every few weeks?",0
"pardon my ignorance, but what is a game matchmaking service? Is it like eHarmony for avatars?",0
"are you using the webSockets API? and is this going to be open sourced at all?",1
"What are you asking specifically? for algorithms to do some kind of transitions?",1
"@Ranieri, what would you suggest? JSON?",0
"Where did you get the file from? What is the name/extension of the file?",0
"Any word on what happened to it? Did you get a chance to talk to your instructor?",0
"Depends, do you want it to actually respond to commands? Or just gauge yelling?",1
"Which API call is producing the exception in question? What are the permissions attached to the path that you aren't being allowed to access?",0
"Are you using the Flash display stack and vector objects, or are you bitmap blitting? What sort of scenes are we talking about that are running slowly?",0
"Just make a Facebook account? I thought other sites would just offer it if they can, you can't really force them can you?",1
"Do you want to connect your wiki with other systems? Bug tracking, customer support, planning?",1
"Is Google Voice actually a Web App? Or is it more a smartphone app?",0
"This seems OT? @LBushkin, do you think this would be the right site for this kind of question?",0
"And you logged in here how? What's with the fake questions?",0
"What's wrong with Quickbooks Online? Is there something specific you're looking for that they don't offer?",0
"A platform for new developers to show off their stuff? Having your app hosted on a solid cloud service?",1
"So the new account is for you to use? Or for the other person?",1
"Are you running a dedicated server with your own VMs, or do you have one VM provided by a hosting company? Or are you talking about vhosts in regard of apache being multi-homed?",0
"How many recipients is mass? Also does it need to be a 3rd-party service?",0
"What exactly do you mean by platform ? Are you looking for product you will run on servers, framework/library to incorporate into own web app or 3rd party service ?",1
"Is your profile at 85-100% completion ? Also how active are you ?",0
"What was wrong with PostAffiliate? I was going to use them?",1
"Your wiki or someone else's? What wiki software?",0
"What's the problem with Gmail about privacy? The only issue I saw recently was Google Buzz but I'm not sure that affected the Google Apps accounts, did it?",1
"An empty inbox? What's that?",0
"Flush ? Do you mean flash ?",0
"Why community wiki? Isn't it expertise to show that you know a cool website dedicated to latex templates?",1
"What is a metapackage? Is it a format?",0
"Could you provide a *minimal* example that reproduces the problem? Do you really need to load all those packages to get the bug to kick in?",0
"Some clarification questions: 1) Do you want BibTeX to get the information _directly_ from the database, or are you prepared to extract it yourself in .bib format? 2) Do you already have the information in a database in a specific format and want to use only that, or would you be happy converting to another bibliographic database system?",0
"Could you tell which packages you have already tried? Would something like a long table, where you type each paragraph into a cell, be useful to you?",0
"Do you _really_ want python to do the conversion? What are the disadvantages, in your view, of simply calling `pdflatex` as an external command?",1
"I've found these packages being imported by the model: The model? To what do you refer?",0
"I would suggest you change the title to something less subjective, such as What is a good package for displaying algorithms? or more in line with the current one What is a good package for displaying dem algorithms? :)",0
"Do you really need to produce separate pdf files? Maybe the `\include` and `\includeonly` features would be enough for you?",0
"What is your relation to these authors? Are you writing a package, or editing a publication?",0
"Are you absolutely sure that you want to do this in Latex? What about writing a simple script (in Python, Perl, or whatever scripting language you prefer) that reads your report and generates Latex code?",1
"I'm not quite sure what is your question: (1) You want to produce a PDF file without embedding any fonts and you'd like to know when this is safe? (2) You would like to make sure that all Latex users can compile your document without installing additional packages?",1
"how did you create the plot? Through some mathematical applications?",0
"Could you post a small example code showing exactly which space do you want to reduce? Also which environment are you trying to redefine?",0
"@Andrew Just out of curiosity, will it still work in LaTeX3? Is that even a concern?",0
"If it's just a matter of a few specialised custom macros, then a bit of find-and-replace would suffice, no? Or is the problem that they won't accept certain packages' macros?",1
"Could you post an example TeX file somewhere? Also, which editor do you use, or are you using the Terminal to run pdfLaTeX?",0
"`transistors`? `transistor-level`?",0
"Would you be so kind as to show a schematic of your receiver? Are you supplying the bias voltage of 1.9 V?",0
"If this question isn't being moved to meta, can it be split? Move the stuff specifically related to this site to meta, and leave the rest here for general web use?",1
"What do you mean? The best OS to do Arduino development on, or the best OS to run on your Arduino (a la FreeRTOS)?",1
"What resolution? What do you consider low-cost?",0
"How are you going to power this? If it's off of batteries, how long would you want it to last?",0
"Wow, what are you doing that requires the microcontrollers to be so hot? Can't you just put the mcu outside of the hot area, maybe running wires to some sensors inside?",0
"Hey can this thing emit human language? I mean like words?",1
"Is there any real world current sources? How can I implement a current source from a voltage source?",1
"@mike: Could you edit the title of this question to be more descriptive? Maybe something like Current flow in batteries?",1
"Have you checked the newest GCC (gcc4) version to make sure it isn't done already? Have you mentioned your intentions on any (gcc) relevant forum?",1
"how much current is your power supply rated for? what are you using?",1
"Why arrested in the title? Given a ticket makes more sense, I would think?",0
"Should be a community wiki question then? There isn't a right answer, I believe?",1
"What type of Lycra? Polyster or Nylon?",0
"Is your intention to stop and then shoot? Or are you also looking for firing ranges that allow bicycles?",1
"Why must you sell the studded tires? Can't you just throw them in a closet during the summer, then remount them when winter rolls around?",1
"Can we pass a law that cars may not be operated within 100 yards of children under the age of 6? Which law would have a greater impact on public health?",1
"@neilfein: first e-bike? what about http://bicycles.stackexchange.com/q/1590/605?",1
"Is there something imperfect about your current grips, that you'd like to improve on? Do you wear gloves?",0
"What FTP software are you use? What authentication methods?",1
"I resisted making this comment when your question first appeared, but since it's gone two days without an answer, I've gotta ask: why? What end behavior are you trying to achieve with this?",0
"Perhaps rephrase it to something like, What do you look for when choosing a distribution?, or Which distribution would best suit scenario X?",1
"How much data are you backing up daily, weekly, monthly? How much data do you plan to retain, and for how long?",0
"What do mean by theme? a prompt theme?",0
"Does saying `/bin/sh -l` fix it? If not, what about switching to another shell, like `tcsh -l`?",1
"sound weird to me, why do you need to unmount? what's wrong with just shutdown?",0
"could you give us more information about /Yesterday/Yesterday ? IS this a regular folder or a symlink?",1
"Do you mean the font size of a TTY, or of a terminal within X? If the latter, which terminal emulator?",1
"I wonder what difference it will make to your prompt? A few milliseconds cannot cause problems, can they?",0
"For what country? Could the data from openstreetmap be complete enough for your locality?",1
"by without a public facing server do you mean the kml *has* to be on the local machine, or that you don't want to have to bother with installing/configuring/buying a public website? And, does the custom map you want to make need to be seen by others or just you?",1
"What did you end up choosing? I'm looking at using custom layers or plug-in data source are there any more issues other than the ones you and Kirk mentioned?",0
"Is location important, or are you just looking for a hierarchy? I see you are going to be using categorization by location, but are you planning on using attributes (like a lookup table) or a spatial search (like what's near me)?",1
"how far off of their true locations are the points? meters, or not even in the right general area?",1
"Is there a trap street or Fictitious entry in it? http://en.wikipedia.org/wiki/Trap_street otherwise you can probably get away with violating any copywrite?",0
"Yes, but is getting away with it the best choice? What about ethics in GIS?",1
"What happens if you export the layer to a gdb featureclass - does it have coordinates? Does the exported fc's spatialreference match that of zlevels?",1
"Whats SiteMinder? Link?",0
"so the airport is in one feature class, and the destination in another feature class? You wish to join all airports to all destinations?",1
"What exactly do you want to interpolate? What is the resolution and distribution of your measurement points?",0
"How are you getting your data? ArcGIS Server feeds? SDE?",1
"Which software? which version?",0
"Too localized? How does that apply to this question?",1
"Isn't this too time localized anyway? How long will at the moment last?",1
"What platform? PC or XBox?",1
"Which ones? Activision, MS, all? :)",0
"Do you want a rating based on difficulty or one like the ESRP (blood, violence, sex) etc? Or Both?",1
"Does this only happen on multiplayer? Or does it happen on single-player too?",0
"Limericks? Do you mean mnemonics?",1
"Nvidia dedicated graphics chip? Could you be more specific?",0
"@alexanderpas What servers? No servers are being mentioned?",1
"Menu->options->keybindings? Is that not working for some reason?",0
"Is the crack getting bigger? After you fix it, what happens when you say it comes back?",1
"Outside or inside? Is there are paint or enamel or anything on the wood already?",0
"Can you post a picture? Understanding where the soil and stones are coming from would be the first step to understand how to prevent the soil and stones from building up?",0
"What kind of edging are you using? quarter round?",0
"Does it occur only when they are plugged into the same circuit as the lighting? Or any time they are in close proximity to the lighting?",1
"Are the warped spots reachable from the doorway? If so, could you use a bent-nose pliers to straighten the track?",1
"Could you rephrase that as more of an ethical question? Ok, is it *right* to buy a Chrysler?",1
"Shouldn't this be a community wiki? It doesn't have a clearly correct answer?",1
"What is the dynamic range of your camera's sensor (how many bits per pixel)? Can you adjust the pixel format of the raw file?",1
"Are you referring to loading them using the iPad Camera Connection Kit? If so, are you unable to delete the JPEG preview or the RAW image the JPEG was rendered from?",0
"What exactly do you want to know? Equipment tips, location tips, landscape photography tips?",0
"What platform? Mac, Windows, Linux?",0
"**@Karel** Can you expand on your comment about diffraction, perhaps as an answer? Why would the 7D differ in this respect to any other camera body - isn't all the glass in the lens?",0
"Any particular reason you're after a Nikon? Is it just so you can borrow your friend's lenses?",1
"Could you post the image, or part of it along with the colours you're trying to apply and what actually happens to the image? (is it the whole image that changes colour or just the colour you're applying that's wrong?)",0
"How do you sync the flash? Do you mean that you just press the shutter button and then try to manually activate the flash in time to light the picture?",1
"Well, what do your current results look like? Is the glow you're talking about from the high brightness images having spillover (ie, pixels that would be black or dim in faster exposures are accumulating more light from nearby light sources in the slower ones, throwing off the HDR processing?)",0
"Do you have a Flickr Pro account? Could it be that you've got close to your monthly usage allowance this month?",0
"Can you make the raw file available? Also, what software are you using for conversion and what dSLR is it?",0
"What's the deal here? Question asked and answered by the same person, who's profile is mysteriously not linked any more?",1
"What is this folder used for? I've never heard of it before?",1
"Just curious: why should you want to use live wallpapers ? Doesn't that drain your power much quicker ?",1
"How did they get there to begin with? Via the official Facebook app or something else?",1
"bring what back? how are bluetooth and killing processes related?",1
"What about installing TTS Service Extended? Does that do anything for you?",1
"Anyone know if this just for the galaxy s? I don't think I've ever seen this in stock Android or cyanogenmod?",0
"what is EPST? What are you trying to do?",1
"Is your work email a Gmail account, or Exchange, etc? Which email app are you using?",1
"Are you sure it's WordPress autocomplete? Do you get a different result with a different browser?",1
"Is it possible you have an error in your [`remove_action`](http://codex.wordpress.org/Function_Reference/remove_action) and [`add_action`](http://codex.wordpress.org/Function_Reference/add_action) call? Your second parameter is `'show'`, but shouldn't it be the function you are adding or removing?",1
"Where are you envisioning this sample content would be located to be automatically imported? I assume you are doing something more complex than just a Settings > Import?",0
"Do you mean multiple categories of blogs? Or multiple discrete blogs like CNN's blog site?",0
"You say you don't want multisite, and then when someone mentions multisite you say it's a good idea? Different pages with different things on them... is this a joke question?",1
"What filters are you hooking to? Can you post one of your functions that fails to modify the_content?",1
"I haven't used those features much yet; can you explain what effect you'd like them to have on your blog? Should ignored tags make it so the user never even sees those posts, does it just affect the tag cloud, or something else?",1
"I assume you've already considered using the Featured Image and decided it doesn't meet your use case? (Are these a large number of existing posts, or are you designing a system for posts to be added in the future?)",1
"Would it be possible for you to expand/clarify your question? Perhaps word it differently?",1
"That first parameter *will* be your page title ... Have you tested this code? What exactly are you trying to accomplish and what are you seeing that's not the behavior you want?",0
"When you say single page, you mean when you view a blog post page? And when you say page template, you mean when you view a blog page, like About Us?",1
"Why 5 things? Why not 3 or 7?",1
"@BioBuckyBall: Do you read what I wrote? Do you read every word?",0
"Oh, and since this is a story-telling kind of topic, shouldn't this be CW? (Does it need 30 answers first, and can users with rep<100 still answer then?)",1
"Web Apps? How about Meta Stack Overflow? :)",0
"native? You compile to the microcode for your particular processor or the generic x86 instruction set?",1
"@Mark Trapp: Not constructive? Really?",1
"so you saying that Facebook is a small company? with 5 billion dollar in value?",1
"How about this: Probably a lot, I had better get started (pull out a pad and pencil) What will you be eating for dinner tonight? (start writing) Okay, well I better get on the phone to find out about everyone else, what is the long distance code for your phones?",1
"The Smalltalk one? The CLOS one?",1
"did't you just ask this on the Ubuntu Forum? Same person?",0
"That the requirements are wrong? (and the code right?)",0
"@George - Have you picked a license yet? (kind of needed to set that up) .. or lets pick this up in e-mail?",1
"@George, will this work in Fedora 15 under the new Gnome 3? Is it in the repositories?",1
"there is documentation too, if that's your style - where can I find the docs? Is it just https://github.com/lucjon/Py-StackExchange/blob/master/README.md ?",0
"An API is not at fault if they allow requests to take place more than 30 time in 5 seconds, right? Or do we need to build throttling into our API?",1
"@conmulligan thanks for the heads up are there any plans to let people login ? slos I noticed that when i searched a tag and and selected it i got old topics that had new answers first rather than just the newest topics is that intentional ?",1
